State,Sector,Gender,Indicator,Main reason for Migration,Value
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,42.2
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,4.8
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,In search of better employment,30.6
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,-
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,1
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,0.3
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,4.8
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,10.5
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,7
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,1.5
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,5.1
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Housing problems/  insufficient land holding,2.6
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,1.9
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,6.2
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,3.1
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,-
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,-
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,-
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,1.3
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,3.6
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Health care,2
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Displacement by development project,-
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,3.8
Uttar Pradesh,Rural,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttar Pradesh,Rural,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,2.8
Uttar Pradesh,Urban,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,0.8
Uttar Pradesh,Urban,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttar Pradesh,Urban,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,0.5
Uttar Pradesh,All,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,2.9
Uttar Pradesh,All,Female,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,-
Uttar Pradesh,All,Person,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Business,2
Uttar Pradesh,Rural,Male,Percentage of Persons* Willing to Move Out From the Present Place of Residence and Percentage Distribution of such Persons by Main Reason# for Leaving Present Place of Residence,Acquisition of own house/ flat,0.1
